id,name,description,meal_type,supermarket,calories,protein_g,carbs_g,fat_g,fiber_g,ingredients,instructions,difficulty,cost,tags,prep_time_min,servings
"lunch-011","Pasta pesto con pollo","Pasta con salsa pesto y pollo","lunch","mercadona",580,32,62,22,4,"[{""name"": ""Pasta"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Pechuga de pollo"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Salsa pesto"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Parmesano"", ""quantity"": 20, ""unit"": ""g""}]","1. Cocer pasta. 2. Hacer pollo a la plancha. 3. Mezclar con pesto y queso.","facil","medio","[""italiano"",""proteico"",""rapido""]",20,1
"lunch-012","Pimientos rellenos","Pimientos rellenos de carne y arroz","lunch","lidl",420,22,42,18,6,"[{""name"": ""Pimientos"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Carne picada"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Arroz"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Queso rallado"", ""quantity"": 20, ""unit"": ""g""}]","1. Cocer arroz. 2. Mezclar con carne y tomate. 3. Rellenar pimientos. 4. Hornear 20 minutos.","medio","medio","[""horno"",""vegetal"",""completo""]",35,1
"lunch-013","Sopa de lentejas","Sopa de lentejas con verduras","lunch","generic",380,20,50,10,8,"[{""name"": ""Lentejas"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Zanahoria"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Patata"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Sofreír verduras. 2. Añadir lentejas y agua. 3. Cocer 25 minutos.","facil","barato","[""legumbres"",""saludable"",""tradicional""]",35,1
"lunch-014","Pechuga rellena","Pechuga de pollo rellena de queso y jamón","lunch","mercadona",420,35,8,26,1,"[{""name"": ""Pechuga de pollo"", ""quantity"": 180, ""unit"": ""g""}, {""name"": ""Jamón serrano"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Queso"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Abrir pechuga en libro. 2. Rellenar con jamón y queso. 3. Cocinar a la plancha.","medio","medio","[""proteico"",""bajo_carbohidratos"",""caliente""]",20,1
"lunch-015","Ensalada de quinoa","Quinoa con verduras y aguacate","lunch","carrefour",380,15,50,14,8,"[{""name"": ""Quinoa"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Pepino"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Aguacate"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Limón"", ""quantity"": 0.5, ""unit"": ""unidad""}]","1. Cocer quinoa. 2. Cortar verduras. 3. Mezclar con aliño.","facil","medio","[""vegano"",""sin_gluten"",""saludable"",""proteico""]",20,1
"lunch-016","Merluza al horno","Merluza con patatas y verduras al horno","lunch","mercadona",380,32,30,12,4,"[{""name"": ""Merluza"", ""quantity"": 180, ""unit"": ""g""}, {""name"": ""Patatas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Vino blanco"", ""quantity"": 30, ""unit"": ""ml""}]","1. Cortar patatas y cebolla. 2. Colocar pescado encima. 3. Hornear 20 minutos.","facil","medio","[""pescado"",""saludable"",""horno""]",25,1
"lunch-017","Estofado de ternera","Ternera estofada con patatas y zanahorias","lunch","lidl",520,35,35,22,4,"[{""name"": ""Ternera"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Patatas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Zanahoria"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Vino tinto"", ""quantity"": 50, ""unit"": ""ml""}]","1. Dorar carne. 2. Añadir verduras y vino. 3. Cocer a fuego lento 1 hora.","dificil","medio","[""tradicional"",""caliente"",""potaje""]",60,1
"lunch-018","Wrap de pollo","Tortilla con pollo, lechuga y salsa","lunch","carrefour",420,28,38,18,4,"[{""name"": ""Tortilla"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Pechuga de pollo"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Lechuga"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Salsa yogur"", ""quantity"": 20, ""unit"": ""g""}]","1. Cocinar pollo con especias. 2. Calentar tortilla. 3. Montar wrap.","facil","medio","[""rapido"",""para_llevar"",""completo""]",10,1
"lunch-019","Macarrones gratinados","Pasta con queso y bechamel","lunch","mercadona",580,24,72,24,3,"[{""name"": ""Macarrones"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Queso rallado"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Bechamel"", ""quantity"": 100, ""unit"": ""ml""}, {""name"": ""Mantequilla"", ""quantity"": 10, ""unit"": ""g""}]","1. Cocer pasta. 2. Mezclar con bechamel. 3. Gratinr en horno con queso.","medio","barato","[""italiano"",""horno"",""vegetariano""]",25,1
"lunch-020","Pollo al limón","Pechuga de pollo con salsa de limón","lunch","lidl",380,35,15,20,2,"[{""name"": ""Pechuga de pollo"", ""quantity"": 180, ""unit"": ""g""}, {""name"": ""Limón"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Ajo"", ""quantity"": 2, ""unit"": ""dientes""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Perejil"", ""quantity"": 1, ""unit"": ""cucharada""}]","1. Dorar pollo. 2. Añadir ajo y jugo de limón. 3. Cocinar 10 minutos.","facil","barato","[""bajo_carbohidratos"",""proteico"",""rapido""]",15,1
"lunch-021","Paella de verduras","Arroz con verduras y azafrán","lunch","generic",480,12,72,16,6,"[{""name"": ""Arroz"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Judías verdes"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Alcachofas"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Azafrán"", ""quantity"": 1, ""unit"": ""rama""}]","1. Sofreír verduras. 2. Añadir arroz y caldo. 3. Cocer 18 minutos.","medio","medio","[""vegano"",""español"",""tradicional""]",30,1
"lunch-022","Bocadillo de tortilla","Bocadillo de tortilla de patatas","lunch","mercadona",580,20,62,25,4,"[{""name"": ""Pan de barra"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Tortilla de patatas"", ""quantity"": 150, ""unit"": ""g""}]","1. Cortar pan. 2. Poner tortilla dentro.","facil","barato","[""español"",""tradicional"",""rapido""]",5,1
"lunch-023","Crema de calabaza","Crema de calabaza con nata","lunch","carrefour",280,8,32,14,4,"[{""name"": ""Calabaza"", ""quantity"": 300, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Nata"", ""quantity"": 50, ""unit"": ""ml""}, {""name"": ""Caldo"", ""quantity"": 500, ""unit"": ""ml""}]","1. Sofreír cebolla y calabaza. 2. Añadir caldo. 3. Triturar con nata.","facil","barato","[""crema"",""vegetariano"",""frio""]",25,1
"lunch-024","Fajitas de pollo","Tortillas con pollo y pimientos","lunch","mercadona",520,32,45,22,5,"[{""name"": ""Tortillas"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Pechuga de pollo"", ""quantity"": 120, ""unit"": ""g""}, {""name"": ""Pimiento rojo"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Pimiento verde"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}]","1. Saltear pollo con pimientos. 2. Calentar tortillas. 3. Servir con guacamole.","facil","medio","[""mexicano"",""picante"",""completo""]",20,1
"lunch-025","Pasta con atún","Pasta con atún y tomate","lunch","lidl",480,24,58,15,4,"[{""name"": ""Pasta"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Atún"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Tomate frito"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Cocer pasta. 2. Sofreír cebolla. 3. Añadir tomate y atún.","facil","barato","[""rapido"",""proteico"",""italiano""]",20,1
"lunch-026","Pollo al ajillo","Pollo con ajos y vino blanco","lunch","carrefour",420,38,4,25,1,"[{""name"": ""Muslos de pollo"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Ajo"", ""quantity"": 4, ""unit"": ""dientes""}, {""name"": ""Vino blanco"", ""quantity"": 50, ""unit"": ""ml""}, {""name"": ""Aceite"", ""quantity"": 20, ""unit"": ""ml""}, {""name"": ""Perejil"", ""quantity"": 1, ""unit"": ""cucharada""}]","1. Dorar pollo. 2. Añadir ajos y vino. 3. Cocer 20 minutos.","facil","barato","[""español"",""tradicional"",""bajo_carbohidratos""]",30,1
"lunch-027","Ensalada caprese","Tomate con mozzarella y albahaca","lunch","mercadona",320,18,12,24,3,"[{""name"": ""Tomate"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Mozzarella"", ""quantity"": 125, ""unit"": ""g""}, {""name"": ""Albahaca fresca"", ""quantity"": 10, ""unit"": ""g""}, {""name"": ""Aceite de oliva"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Vinagre balsámico"", ""quantity"": 5, ""unit"": ""ml""}]","1. Cortar tomate y mozzarella. 2. Alternar con albahaca. 3. Aliñar con aceite y vinagre.","facil","medio","[""italiano"",""vegetariano"",""fresco"",""sin_gluten""]",10,1
"lunch-028","Arroz con verduras","Arroz salteado con verduras variadas","lunch","lidl",420,10,65,12,6,"[{""name"": ""Arroz"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Judías verdes"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Zanahoria"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Guisantes"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Pimiento"", ""quantity"": 0.5, ""unit"": ""unidad""}]","1. Cocer arroz. 2. Saltear verduras. 3. Mezclar todo.","facil","barato","[""vegano"",""vegetariano"",""saludable""]",25,1
"lunch-029","Pescado empanado","Filete de merluza empanado con patatas","lunch","carrefour",480,28,42,18,4,"[{""name"": ""Merluza"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Pan rallado"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Patatas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 20, ""unit"": ""ml""}]","1. Rebozar pescado en huevo y pan rallado. 2. Freír o hornear. 3. Servir con patatas.","medio","medio","[""pescado"",""crugiente"",""infantil""]",25,1
"lunch-030","Judías verdes con jamón","Judías verdes salteadas con jamón","lunch","mercadona",280,18,15,14,5,"[{""name"": ""Judías verdes"", ""quantity"": 250, ""unit"": ""g""}, {""name"": ""Jamón serrano"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Ajo"", ""quantity"": 2, ""unit"": ""dientes""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Cocer judías. 2. Saltear con ajo y jamón. 3. Servir.","facil","barato","[""verduras"",""tradicional"",""español""]",20,1
"lunch-031","Pasta a la boloñesa","Pasta con salsa de carne","lunch","generic",620,32,72,22,5,"[{""name"": ""Pasta"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Carne picada"", ""quantity"": 120, ""unit"": ""g""}, {""name"": ""Tomate frito"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Queso rallado"", ""quantity"": 20, ""unit"": ""g""}]","1. Cocer pasta. 2. Hacer salsa boloñesa. 3. Servir con queso.","facil","medio","[""italiano"",""clásico"",""proteico""]",30,1
"lunch-032","Pechuga empanizada","Pechuga de pollo empanizada","lunch","lidl",450,32,28,20,2,"[{""name"": ""Pechuga de pollo"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Pan rallado"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Pasar pechuga por huevo y pan rallado. 2. Freír o hornear. 3. Servir con ensalada.","facil","medio","[""crugiente"",""proteico"",""infantil""]",20,1
"lunch-033","Ensalada de garbanzos","Garbanzos con verduras y vinagreta","lunch","mercadona",380,16,48,14,10,"[{""name"": ""Garbanzos"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Pimiento"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Mezclar garbanzos cocidos con verduras. 2. Aliñar.","facil","barato","[""vegano"",""legumbres"",""fresco""]",10,1
"lunch-034","Salmón en papillote","Salmón horneado en papel con verduras","lunch","carrefour",480,35,15,28,4,"[{""name"": ""Salmón"", ""quantity"": 160, ""unit"": ""g""}, {""name"": ""Calabacín"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Tomate cherry"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Limón"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Colocar salmón sobre papel. 2. Añadir verduras y limón. 3. Cerrar y hornear 15 minutos.","medio","caro","[""pescado"",""saludable"",""omega3"",""horno""]",20,1
"lunch-035","Arroz a la cubana","Arroz con huevo frito y plátano","lunch","generic",520,16,72,18,3,"[{""name"": ""Arroz"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Plátano"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Tomate frito"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}]","1. Cocer arroz. 2. Freír huevo. 3. Freír plátano. 4. Servir todo junto.","facil","barato","[""tradicional"",""español"",""economico""]",20,1
"lunch-036","Pisto con huevo","Pisto manchego con huevo frito","lunch","mercadona",320,14,25,18,6,"[{""name"": ""Pisto"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Pan"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Calentar pisto. 2. Freír huevo. 3. Servir con pan.","facil","barato","[""vegetariano"",""español"",""tradicional""]",10,1
"lunch-037","Pollo a la mostaza","Pechuga con salsa de mostaza","lunch","lidl",420,38,12,22,1,"[{""name"": ""Pechuga de pollo"", ""quantity"": 180, ""unit"": ""g""}, {""name"": ""Mostaza"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Nata"", ""quantity"": 50, ""unit"": ""ml""}, {""name"": ""Ajo"", ""quantity"": 1, ""unit"": ""diente""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Dorar pollo con ajo. 2. Añadir mostaza y nata. 3. Cocer 10 minutos.","facil","medio","[""bajo_carbohidratos"",""proteico"",""crema""]",20,1
"lunch-038","Empanada gallega","Masa rellena de atún o carne","lunch","carrefour",580,18,52,30,3,"[{""name"": ""Masa de empanada"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Atún"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Pimiento"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 50, ""unit"": ""g""}]","1. Sofreír relleno. 2. Extender masa y rellenar. 3. Hornear 25 minutos.","dificil","medio","[""español"",""tradicional"",""horno""]",45,1
"lunch-039","Ensalada de pasta","Pasta fría con verduras y atún","lunch","mercadona",450,20,55,16,5,"[{""name"": ""Pasta"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Atún"", ""quantity"": 60, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Maíz"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Aceitunas"", ""quantity"": 20, ""unit"": ""g""}]","1. Cocer y enfriar pasta. 2. Mezclar con verduras y atún. 3. Aliñar.","facil","barato","[""frio"",""verano"",""rapido""]",15,1
"lunch-040","Pollo con champiñones","Pechuga con champiñones y nata","lunch","lidl",440,36,8,26,2,"[{""name"": ""Pechuga de pollo"", ""quantity"": 170, ""unit"": ""g""}, {""name"": ""Champiñones"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Nata"", ""quantity"": 60, ""unit"": ""ml""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Dorar pollo con cebolla. 2. Añadir champiñones. 3. Incorporar nata y cocer 10 minutos.","facil","medio","[""crema"",""proteico"",""bajo_carbohidratos""]",25,1
"lunch-041","Potaje de garbanzos","Garbanzos con espinacas y bacalao","lunch","generic",420,25,42,14,12,"[{""name"": ""Garbanzos"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Espinacas"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Bacalao"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Ajo"", ""quantity"": 2, ""unit"": ""dientes""}]","1. Cocer garbanzos. 2. Sofreír cebolla y ajo. 3. Añadir espinacas y bacalao. 4. Cocer 15 minutos.","medio","medio","[""tradicional"",""legumbres"",""español""]",40,1
"lunch-042","Tortilla de patatas","Tortilla española tradicional","lunch","mercadona",480,18,42,24,4,"[{""name"": ""Huevos"", ""quantity"": 3, ""unit"": ""unidades""}, {""name"": ""Patatas"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 30, ""unit"": ""ml""}]","1. Freír patatas y cebolla. 2. Batir huevos. 3. Mezclar y cuajar en sartén.","medio","barato","[""español"",""tradicional"",""clásico""]",30,1
"lunch-043","Sopa de fideos","Sopa de fideos con pollo","lunch","carrefour",320,18,38,10,2,"[{""name"": ""Fideos"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Pollo"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Caldo"", ""quantity"": 500, ""unit"": ""ml""}, {""name"": ""Zanahoria"", ""quantity"": 30, ""unit"": ""g""}]","1. Cocer pollo y zanahoria en caldo. 2. Añadir fideos. 3. Cocer 8 minutos.","facil","barato","[""sopa"",""tradicional"",""caliente""]",20,1
"lunch-044","Risotto de champiñones","Arroz cremoso con champiñones","lunch","mercadona",520,14,58,24,4,"[{""name"": ""Arroz arborio"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Champiñones"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Caldo"", ""quantity"": 500, ""unit"": ""ml""}, {""name"": ""Queso parmesano"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Vino blanco"", ""quantity"": 30, ""unit"": ""ml""}]","1. Sofreír champiñones. 2. Añadir arroz y vino. 3. Incorporar caldo poco a poco removiendo. 4. Finalizar con queso.","dificil","medio","[""italiano"",""crema"",""horno""]",35,1
"lunch-045","Bistec de ternera con patatas","Filete de ternera a la plancha con patatas","lunch","lidl",520,40,45,18,4,"[{""name"": ""Ternera"", ""quantity"": 180, ""unit"": ""g""}, {""name"": ""Patatas"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 15, ""unit"": ""ml""}, {""name"": ""Sal"", ""quantity"": 1, ""unit"": ""pizca""}]","1. Hacer bistec a la plancha. 2. Freír patatas. 3. Servir.","facil","caro","[""proteico"",""básico"",""sin_gluten""]",20,1
