id,name,description,meal_type,supermarket,calories,protein_g,carbs_g,fat_g,fiber_g,ingredients,instructions,difficulty,cost,tags,prep_time_min,servings
"snack-011","Yogur con avena","Yogur con copos de avena","snack","lidl",200,10,28,6,4,"[{""name"": ""Yogur natural"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Avena"", ""quantity"": 25, ""unit"": ""g""}, {""name"": ""Miel"", ""quantity"": 5, ""unit"": ""g""}]","1. Mezclar yogur con avena. 2. Añadir miel.","facil","barato","[""fibra"",""energia"",""rapido""]",2,1
"snack-012","Tortita de arroz con aguacate","Tortita de arroz con aguacate","snack","generic",150,3,22,6,3,"[{""name"": ""Tortita de arroz"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Aguacate"", ""quantity"": 0.25, ""unit"": ""unidad""}, {""name"": ""Sal"", ""quantity"": 1, ""unit"": ""pizca""}]","1. Untar aguacate en las tortitas. 2. Sazonar con sal.","facil","medio","[""sin_gluten"",""saludable"",""rapido""]",2,1
"snack-013","Queso fresco con tomate cherry","Queso fresco con tomates cherry","snack","mercadona",160,12,8,10,2,"[{""name"": ""Queso fresco"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Tomate cherry"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 5, ""unit"": ""ml""}, {""name"": ""Orégano"", ""quantity"": 1, ""unit"": ""pizca""}]","1. Cortar queso en dados. 2. Servir con tomates y aliño.","facil","medio","[""proteico"",""fresco"",""bajo_carbohidratos""]",3,1
"snack-014","Bastoncitos de apio con queso crema","Apio con queso crema","snack","carrefour",140,4,6,12,2,"[{""name"": ""Apio"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Queso crema"", ""quantity"": 30, ""unit"": ""g""}]","1. Cortar apio en bastones. 2. Servir con queso crema.","facil","medio","[""bajo_calorias"",""fresco"",""crugiente""]",3,1
"snack-015","Batido verde detox","Batido de espinacas y fruta","snack","lidl",150,5,28,3,4,"[{""name"": ""Espinacas"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Plátano"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Manzana"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Agua"", ""quantity"": 150, ""unit"": ""ml""}]","1. Licuar todo junto. 2. Servir frío.","facil","barato","[""detox"",""saludable"",""verde""]",5,1
"snack-016","Galletas de avena caseras","Galletas de avena y plátano","snack","generic",180,4,32,6,4,"[{""name"": ""Avena"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Plátano"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Miel"", ""quantity"": 10, ""unit"": ""g""}]","1. Triturar plátano. 2. Mezclar con avena y miel. 3. Hornear 15 minutos a 180C.","medio","barato","[""sin_azucar"",""saludable"",""fibra""]",20,4
"snack-017","Tostadas de mantequilla de almendras","Pan con mantequilla de almendras","snack","mercadona",250,6,28,14,3,"[{""name"": ""Pan integral"", ""quantity"": 1, ""unit"": ""rebanada""}, {""name"": ""Mantequilla de almendras"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Plátano"", ""quantity"": 0.25, ""unit"": ""unidad""}]","1. Tostar pan. 2. Untar mantequilla. 3. Añadir plátano en rodajas.","facil","medio","[""saludable"",""omega3"",""energia""]",3,1
"snack-018","Yogur con frutos secos","Yogur con mezcla de frutos secos","snack","carrefour",260,12,20,18,3,"[{""name"": ""Yogur natural"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Frutos secos"", ""quantity"": 25, ""unit"": ""g""}, {""name"": ""Miel"", ""quantity"": 5, ""unit"": ""g""}]","1. Servir yogur. 2. Añadir frutos secos y miel.","facil","medio","[""proteico"",""omega3"",""rapido""]",2,1
"snack-019","Edamame","Soja verde cocida","snack","lidl",120,11,9,5,4,"[{""name"": ""Edamame"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Sal"", ""quantity"": 1, ""unit"": ""pizca""}]","1. Cocer edamame 5 minutos en agua hirviendo. 2. Escurrir y sazonar.","facil","medio","[""vegano"",""proteico"",""saludable""]",8,1
"snack-020","Tostadas de hummus y pepino","Pan con hummus y pepino","snack","mercadona",180,6,26,7,4,"[{""name"": ""Pan integral"", ""quantity"": 1, ""unit"": ""rebanada""}, {""name"": ""Hummus"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Pepino"", ""quantity"": 30, ""unit"": ""g""}]","1. Tostar pan. 2. Untar hummus. 3. Añadir rodajas de pepino.","facil","medio","[""vegano"",""fresco"",""rapido""]",3,1
"snack-021","Queso fresco con nueces","Queso fresco con nueces","snack","generic",200,12,6,16,2,"[{""name"": ""Queso fresco"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Nueces"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Miel"", ""quantity"": 5, ""unit"": ""g""}]","1. Servir queso fresco. 2. Añadir nueces y miel.","facil","medio","[""proteico"",""omega3"",""rapido""]",2,1
"snack-022","Batido de plátano y canela","Batido de plátano con canela","snack","carrefour",180,8,32,4,3,"[{""name"": ""Plátano"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Leche"", ""quantity"": 200, ""unit"": ""ml""}, {""name"": ""Canela"", ""quantity"": 1, ""unit"": ""cucharadita""}]","1. Licuar todo junto. 2. Servir frío.","facil","barato","[""rapido"",""vegetariano"",""energia""]",3,1
"snack-023","Palitos de zanahoria y guacamole","Zanahoria con guacamole","snack","mercadona",160,4,16,10,5,"[{""name"": ""Zanahoria"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Guacamole"", ""quantity"": 40, ""unit"": ""g""}]","1. Cortar zanahoria en palitos. 2. Servir con guacamole.","facil","medio","[""vegano"",""saludable"",""crugiente""]",5,1
"snack-024","Tortitas de arroz con queso","Tortitas de arroz con queso","snack","lidl",150,5,20,6,1,"[{""name"": ""Tortita de arroz"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Queso en lonchas"", ""quantity"": 1, ""unit"": ""loncha""}]","1. Poner queso sobre las tortitas.","facil","barato","[""sin_gluten"",""rapido"",""proteico""]",1,1
"snack-025","Fruta variada","Ensalada de frutas variadas","snack","generic",120,2,28,1,4,"[{""name"": ""Manzana"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Plátano"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Uvas"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Fresas"", ""quantity"": 30, ""unit"": ""g""}]","1. Cortar todas las frutas. 2. Mezclar en un bol.","facil","barato","[""saludable"",""vegano"",""fresco""]",5,1
