id,name,description,meal_type,supermarket,calories,protein_g,carbs_g,fat_g,fiber_g,ingredients,instructions,difficulty,cost,tags,prep_time_min,servings
"bfast-011","Croissant de mantequilla","Croissant tradicional con mantequilla","breakfast","mercadona",320,6,36,17,2,"[{""name"": ""Croissant"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Mantequilla"", ""quantity"": 15, ""unit"": ""g""}]","1. Calentar el croissant ligeramente. 2. Untar mantequilla si se desea.","facil","medio","[""vegetariano"",""tradicional""]",2,1
"bfast-012","Gofres con sirope","Gofres belgas con sirope de arce","breakfast","lidl",390,7,52,16,2,"[{""name"": ""Gofres"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Sirope de arce"", ""quantity"": 30, ""unit"": ""ml""}, {""name"": ""Mantequilla"", ""quantity"": 10, ""unit"": ""g""}]","1. Calentar los gofres en la tostadora. 2. Servir con mantequilla y sirope de arce.","facil","medio","[""vegetariano"",""tradicional""]",3,1
"bfast-013","Tortitas americanas","Pancakes esponjosos con fruta","breakfast","mercadona",420,10,58,16,3,"[{""name"": ""Harina"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Leche"", ""quantity"": 100, ""unit"": ""ml""}, {""name"": ""Azúcar"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Polvo de hornear"", ""quantity"": 5, ""unit"": ""g""}, {""name"": ""Mantequilla"", ""quantity"": 10, ""unit"": ""g""}]","1. Mezclar los ingredientes secos. 2. Añadir el huevo y la leche. 3. Cocinar en sartén a fuego medio. 4. Voltear cuando salgan burbujas.","medio","barato","[""vegetariano"",""tradicional""]",15,2
"bfast-014","Muesli con yogur","Muesli casero con yogur y fruta","breakfast","lidl",310,12,48,9,5,"[{""name"": ""Muesli"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Yogur natural"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Manzana"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Miel"", ""quantity"": 10, ""unit"": ""g""}]","1. Colocar el muesli en un bol. 2. Añadir el yogur. 3. Cortar la manzana en trocitos. 4. Añadir miel al gusto.","facil","barato","[""vegetariano"",""fibra"",""rapido""]",3,1
"bfast-015","Huevos benedictinos","Huevos pochados sobre muffin con salsa holandesa","breakfast","carrefour",420,18,32,26,2,"[{""name"": ""Huevos"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Muffin inglés"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Jamón york"", ""quantity"": 2, ""unit"": ""lonchas""}, {""name"": ""Yema de huevo"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Mantequilla"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Limón"", ""quantity"": 1, ""unit"": ""cucharadita""}]","1. Preparar la salsa holandesa batiendo yemas con mantequilla fundida y limón al baño maría. 2. Tostar el muffin. 3. Colocar el jamón. 4. Poner el huevo pochado encima. 5. Cubrir con salsa holandesa.","dificil","caro","[""clásico"",""tradicional"",""especial""]",25,1
"bfast-016","Tostas de jamón serrano y tomate","Pan con tomate y jamón serrano","breakfast","mercadona",310,14,38,12,2,"[{""name"": ""Pan de pueblo"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Jamón serrano"", ""quantity"": 25, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Aceite de oliva"", ""quantity"": 10, ""unit"": ""ml""}]","1. Tostar el pan. 2. Rallar el tomate. 3. Poner el tomate sobre el pan. 4. Añadir el jamón serrano y aceite.","facil","medio","[""tradicional"",""mediterraneo"",""español""]",5,1
"bfast-017","Revuelto de champiñones","Huevos revueltos con champiñones y hierbas","breakfast","lidl",265,15,6,20,3,"[{""name"": ""Huevos"", ""quantity"": 3, ""unit"": ""unidades""}, {""name"": ""Champiñones"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite de oliva"", ""quantity"": 10, ""unit"": ""ml""}, {""name"": ""Perejil"", ""quantity"": 1, ""unit"": ""cucharada""}]","1. Saltear cebolla y champiñones. 2. Añadir los huevos batidos. 3. Cocinar removiendo hasta cuajar.","facil","medio","[""vegetariano"",""bajo_carbohidratos"",""sin_gluten""]",10,1
"bfast-018","Budín de chía","Pudding de chía con leche de almendras y fruta","breakfast","carrefour",280,8,35,12,10,"[{""name"": ""Semillas de chía"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Leche de almendras"", ""quantity"": 250, ""unit"": ""ml""}, {""name"": ""Miel"", ""quantity"": 15, ""unit"": ""g""}, {""name"": ""Frutos rojos"", ""quantity"": 50, ""unit"": ""g""}]","1. Mezclar las semillas de chía con la leche y miel. 2. Dejar reposar en la nevera toda la noche. 3. Servir con frutos rojos.","facil","medio","[""vegano"",""saludable"",""prep_overnight""]",5,1
"bfast-019","Wrap de desayuno","Tortilla de trigo con huevo, jamón y queso","breakfast","mercadona",380,18,42,14,3,"[{""name"": ""Tortilla de trigo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Jamón cocido"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Queso"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Lechuga"", ""quantity"": 20, ""unit"": ""g""}]","1. Calentar la tortilla. 2. Hacer un huevo a la plancha. 3. Montar el wrap con todos los ingredientes.","facil","medio","[""rapido"",""para_llevar""]",8,1
"bfast-020","Bollería danesa","Pastel danés con crema","breakfast","lidl",420,6,48,22,2,"[{""name"": ""Pastel danés"", ""quantity"": 1, ""unit"": ""unidad""}]","1. Consumir directamente o calentar ligeramente.","facil","medio","[""vegetariano"",""tradicional"",""calorias""]",2,1
"bfast-021","Tostas de mantequilla de cacahuete","Pan con mantequilla de cacahuete y plátano","breakfast","carrefour",380,12,42,18,4,"[{""name"": ""Pan integral"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Mantequilla de cacahuete"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Plátano"", ""quantity"": 1, ""unit"": ""unidad""}]","1. Tostar el pan. 2. Untar la mantequilla de cacahuete. 3. Colocar rodajas de plátano encima.","facil","medio","[""vegetariano"",""proteico"",""energia""]",5,1
"bfast-022","Huevos al plato","Huevos horneados con tomate y chorizo","breakfast","mercadona",380,18,12,28,2,"[{""name"": ""Huevos"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Tomate frito"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Chorizo"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Pan"", ""quantity"": 1, ""unit"": ""rebanada""}]","1. Poner tomate en una cazuela. 2. Añadir chorizo y huevos. 3. Hornear hasta cuajar las claras.","medio","medio","[""tradicional"",""español"",""calientes""]",20,1
"bfast-023","Bowl de quinoa","Quinoa con fruta y miel","breakfast","lidl",320,10,50,10,5,"[{""name"": ""Quinoa cocida"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Plátano"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Miel"", ""quantity"": 15, ""unit"": ""g""}, {""name"": ""Almendras"", ""quantity"": 15, ""unit"": ""g""}]","1. Cocer la quinoa según instrucciones. 2. Servir caliente con plátano, miel y almendras.","medio","medio","[""vegano"",""proteico"",""sin_gluten""]",15,1
"bfast-024","Tostas de huevo y aguacate","Tostadas con huevo escalfado y aguacate","breakfast","carrefour",340,16,30,18,6,"[{""name"": ""Pan integral"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Aguacate"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Semillas de sésamo"", ""quantity"": 5, ""unit"": ""g""}]","1. Tostar el pan. 2. Aplastar el aguacate y untarlo. 3. Poner el huevo escalfado encima. 4. Espolvorear semillas.","medio","medio","[""saludable"",""proteico"",""omega3""]",12,1
"bfast-025","Mollete de jamón y queso","Pan mollete con jamón york y queso fundido","breakfast","mercadona",320,15,40,10,2,"[{""name"": ""Pan mollete"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Jamón york"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Queso en lonchas"", ""quantity"": 2, ""unit"": ""lonchas""}, {""name"": ""Mantequilla"", ""quantity"": 5, ""unit"": ""g""}]","1. Untar mantequilla en los molletes. 2. Añadir jamón y queso. 3. Calentar hasta fundir el queso.","facil","barato","[""rapido"",""caliente""]",5,1
"bfast-026","Budín de yogur y fruta","Yogur con frutas y granola","breakfast","lidl",280,12,40,8,4,"[{""name"": ""Yogur natural"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Granola"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Fresas"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Plátano"", ""quantity"": 0.5, ""unit"": ""unidad""}]","1. En capas: yogur, granola y fruta. 2. Repetir. 3. Refrigerar 10 minutos.","facil","barato","[""vegetariano"",""frio"",""rapido""]",5,1
"bfast-027","Huevos florentinos","Huevos pochados sobre espinacas","breakfast","carrefour",310,18,8,22,4,"[{""name"": ""Huevos"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Espinacas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Nata"", ""quantity"": 30, ""unit"": ""ml""}, {""name"": ""Queso parmesano"", ""quantity"": 10, ""unit"": ""g""}]","1. Saltear las espinacas con nata. 2. Pochar los huevos. 3. Servir los huevos sobre las espinacas. 4. Espolvorear queso.","medio","medio","[""bajo_carbohidratos"",""vegetariano""]",15,1
"bfast-028","Tostas de atún y tomate","Pan con atún y tomate","breakfast","mercadona",300,18,32,10,3,"[{""name"": ""Pan"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Atún en aceite"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Cebolleta"", ""quantity"": 10, ""unit"": ""g""}]","1. Tostar el pan. 2. Mezclar atún con cebolleta picada. 3. Servir sobre el tomate.","facil","medio","[""proteico"",""rapido"",""sin_gluten""]",5,1
"bfast-029","Porridge de quinoa","Quinoa con leche y especias","breakfast","lidl",340,11,52,10,5,"[{""name"": ""Quinoa"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Leche"", ""quantity"": 250, ""unit"": ""ml""}, {""name"": ""Canela"", ""quantity"": 1, ""unit"": ""cucharadita""}, {""name"": ""Miel"", ""quantity"": 15, ""unit"": ""g""}, {""name"": ""Nueces"", ""quantity"": 10, ""unit"": ""g""}]","1. Cocer quinoa con leche y canela. 2. Servir con miel y nueces.","medio","medio","[""proteico"",""energia"",""saludable""]",15,1
"bfast-030","Wrap vegetal","Tortilla con verduras y hummus","breakfast","carrefour",280,10,38,10,5,"[{""name"": ""Tortilla integral"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Hummus"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Lechuga"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Pepino"", ""quantity"": 30, ""unit"": ""g""}]","1. Extender hummus en la tortilla. 2. Añadir verduras. 3. Enrollar.","facil","medio","[""vegano"",""vegetariano"",""rapido""]",5,1
"bfast-031","Tostas de requesón y miel","Pan con requesón y miel","breakfast","mercadona",290,14,38,8,2,"[{""name"": ""Pan"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Requesón"", ""quantity"": 60, ""unit"": ""g""}, {""name"": ""Miel"", ""quantity"": 15, ""unit"": ""g""}]","1. Tostar el pan. 2. Untar el requesón. 3. Añadir miel por encima.","facil","barato","[""vegetariano"",""rapido"",""calcio""]",3,1
"bfast-032","Huevo en nube","Claras montadas con yema","breakfast","lidl",120,10,2,7,0,"[{""name"": ""Huevos"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Sal"", ""quantity"": 1, ""unit"": ""pizca""}, {""name"": ""Pimienta"", ""quantity"": 1, ""unit"": ""pizca""}]","1. Separar claras y yemas. 2. Montar las claras a punto de nieve. 3. Hornear 5 minutos a 200C. 4. Colocar la yema encima y hornear 2 minutos más.","medio","barato","[""bajo_calorias"",""sin_gluten"",""viral""]",12,1
"bfast-033","Tortilla francesa clásica","Tortilla de huevos simple","breakfast","generic",260,16,2,20,0,"[{""name"": ""Huevos"", ""quantity"": 3, ""unit"": ""unidades""}, {""name"": ""Aceite de oliva"", ""quantity"": 10, ""unit"": ""ml""}, {""name"": ""Sal"", ""quantity"": 1, ""unit"": ""pizca""}]","1. Batir los huevos con sal. 2. Cocinar en sartén con aceite a fuego medio.","facil","barato","[""clasico"",""simple"",""sin_gluten""]",5,1
"bfast-034","Bowl de yogur con nueces","Yogur con nueces y miel","breakfast","mercadona",310,14,28,16,3,"[{""name"": ""Yogur griego"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Nueces"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Miel"", ""quantity"": 15, ""unit"": ""g""}]","1. Servir yogur. 2. Añadir nueces picadas. 3. Poner miel por encima.","facil","barato","[""vegetariano"",""omega3"",""rapido""]",3,1
"bfast-035","Tostas de berenjena y queso","Berenjena a la plancha con queso de cabra","breakfast","carrefour",290,10,32,14,4,"[{""name"": ""Pan integral"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Berenjena"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Queso de cabra"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Tostar el pan. 2. Hacer berenjena a la plancha. 3. Poner sobre el pan con queso.","medio","medio","[""vegetariano"",""mediterraneo""]",10,1
"bfast-036","Bocadillo de jamón serrano","Bocadillo tradicional de jamón","breakfast","mercadona",420,18,50,14,3,"[{""name"": ""Pan de barra"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Jamón serrano"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Aceite de oliva"", ""quantity"": 10, ""unit"": ""ml""}]","1. Cortar el pan. 2. Rallar tomate. 3. Poner jamón y aceite.","facil","medio","[""tradicional"",""español"",""clásico""]",5,1
"bfast-037","Bowl de coco y fruta","Yogur de coco con fruta tropical","breakfast","lidl",310,8,42,12,4,"[{""name"": ""Yogur de coco"", ""quantity"": 200, ""unit"": ""g""}, {""name"": ""Mango"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Piña"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Coco rallado"", ""quantity"": 10, ""unit"": ""g""}]","1. Servir yogur. 2. Añadir frutas. 3. Decorar con coco.","facil","medio","[""vegetariano"",""tropical"",""frio""]",3,1
"bfast-038","Tortilla de patatas (pequeña)","Tortilla española individual","breakfast","generic",350,12,28,20,2,"[{""name"": ""Huevos"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Patatas"", ""quantity"": 150, ""unit"": ""g""}, {""name"": ""Cebolla"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 20, ""unit"": ""ml""}]","1. Freír patatas y cebolla. 2. Mezclar con huevo batido. 3. Cuajar en sartén.","medio","barato","[""español"",""tradicional"",""clásico""]",20,1
"bfast-039","Tostas de queso y membrillo","Pan con queso manchego y membrillo","breakfast","carrefour",320,12,42,10,2,"[{""name"": ""Pan"", ""quantity"": 2, ""unit"": ""rebenadas""}, {""name"": ""Queso manchego"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Membrillo"", ""quantity"": 20, ""unit"": ""g""}]","1. Tostar pan. 2. Poner queso y membrillo.","facil","medio","[""vegetariano"",""tradicional"",""español""]",3,1
"bfast-040","Revuelto de jamón y queso","Huevos revueltos con jamón y queso","breakfast","mercadona",350,22,4,26,0,"[{""name"": ""Huevos"", ""quantity"": 3, ""unit"": ""unidades""}, {""name"": ""Jamón serrano"", ""quantity"": 25, ""unit"": ""g""}, {""name"": ""Queso rallado"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Batir huevos. 2. Añadir jamón y cocinar. 3. Poner queso al final.","facil","medio","[""proteico"",""caliente""]",8,1
"bfast-041","Smoothie de plátano y avena","Batido energético de plátano","breakfast","lidl",380,12,62,10,5,"[{""name"": ""Plátano"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Leche"", ""quantity"": 250, ""unit"": ""ml""}, {""name"": ""Avena"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Miel"", ""quantity"": 10, ""unit"": ""g""}]","1. Licuar todo junto.","facil","barato","[""rapido"",""energia"",""vegetariano""]",3,1
"bfast-042","Tostas de sobrasada","Pan con sobrasada y miel","breakfast","generic",350,12,32,20,2,"[{""name"": ""Pan"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Sobrasada"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Miel"", ""quantity"": 10, ""unit"": ""g""}]","1. Tostar pan. 2. Untar sobrasada. 3. Añadir miel.","facil","medio","[""tradicional"",""balear"",""caliente""]",5,1
"bfast-043","Bowl de fruta variada","Frutas frescas con yogur","breakfast","mercadona",220,6,48,2,5,"[{""name"": ""Fresas"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Plátano"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Manzana"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Yogur natural"", ""quantity"": 100, ""unit"": ""g""}]","1. Cortar frutas. 2. Servir con yogur.","facil","barato","[""saludable"",""vegetariano"",""frio""]",5,1
"bfast-044","Huevos con bacon","Huevos fritos con bacon","breakfast","lidl",420,18,2,36,0,"[{""name"": ""Huevos"", ""quantity"": 2, ""unit"": ""unidades""}, {""name"": ""Bacon"", ""quantity"": 40, ""unit"": ""g""}, {""name"": ""Aceite"", ""quantity"": 10, ""unit"": ""ml""}]","1. Freír bacon. 2. Freír huevos en la misma sartén.","facil","medio","[""proteico"",""calorias"",""sin_gluten""]",8,1
"bfast-045","Tostas de pisto","Pan con pisto manchego","breakfast","carrefour",280,8,38,10,4,"[{""name"": ""Pan"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Pisto"", ""quantity"": 100, ""unit"": ""g""}, {""name"": ""Huevo frito"", ""quantity"": 1, ""unit"": ""unidad""}]","1. Calentar pisto. 2. Tostar pan. 3. Servir con huevo.","medio","medio","[""vegetariano"",""tradicional"",""español""]",10,1
"bfast-046","Budín de pan y canela","Pan de ayer con leche y canela","breakfast","generic",320,10,52,10,3,"[{""name"": ""Pan del día anterior"", ""quantity"": 80, ""unit"": ""g""}, {""name"": ""Leche"", ""quantity"": 200, ""unit"": ""ml""}, {""name"": ""Huevo"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Canela"", ""quantity"": 1, ""unit"": ""cucharadita""}, {""name"": ""Azúcar"", ""quantity"": 20, ""unit"": ""g""}]","1. Mezclar leche, huevo y azúcar. 2. Remojar el pan. 3. Hornear con canela.","medio","barato","[""vegetariano"",""tradicional"",""aprovechamiento""]",25,1
"bfast-047","Tostas de jamón cocido y queso","Sándwich tostado de jamón y queso","breakfast","mercadona",360,18,38,14,2,"[{""name"": ""Pan de molde"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Jamón cocido"", ""quantity"": 30, ""unit"": ""g""}, {""name"": ""Queso"", ""quantity"": 20, ""unit"": ""g""}, {""name"": ""Mantequilla"", ""quantity"": 5, ""unit"": ""g""}]","1. Poner jamón y queso entre panes. 2. Tostar en sartén con mantequilla.","facil","barato","[""rapido"",""caliente"",""clásico""]",7,1
"bfast-048","Smoothie verde de espinacas","Batido verde energético","breakfast","lidl",180,8,28,5,4,"[{""name"": ""Espinacas"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Manzana"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Pepino"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Limón"", ""quantity"": 0.5, ""unit"": ""unidad""}, {""name"": ""Agua"", ""quantity"": 200, ""unit"": ""ml""}]","1. Licuar todo.","facil","barato","[""vegano"",""detox"",""saludable"",""bajo_calorias""]",5,1
"bfast-049","Tostas de tomate y queso fresco","Pan con tomate y queso fresco","breakfast","carrefour",270,12,32,10,3,"[{""name"": ""Pan"", ""quantity"": 2, ""unit"": ""rebanadas""}, {""name"": ""Tomate"", ""quantity"": 1, ""unit"": ""unidad""}, {""name"": ""Queso fresco"", ""quantity"": 50, ""unit"": ""g""}, {""name"": ""Orégano"", ""quantity"": 1, ""unit"": ""cucharadita""}]","1. Tostar pan. 2. Poner tomate rallado. 3. Añadir queso y orégano.","facil","medio","[""vegetariano"",""mediterraneo"",""fresco""]",5,1
